"Station_Name","Coord_Sys(PROJCS,GEOGCS)","Datum(WGS84,NAD83,NAD27)","Lat/YCoord","Lon/XCoord","Height","Height_Units(meters,feet)","Speed","Speed_Units(mph,kph,mps,kts)","Direction(degrees)","Temperature","Temperature_Units(F,C)","Cloud_Cover(%)","Radius_of_Influence","Radius_of_Influence_Units(miles,feet,meters,km)","date_time"
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,7,C,0,-1,km,2019-11-01T13:20:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,7,C,0,-1,km,2019-11-01T13:25:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,7,C,0,-1,km,2019-11-01T13:30:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,7,C,0,-1,km,2019-11-01T13:35:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,7,C,0,-1,km,2019-11-01T13:40:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,7,C,0,-1,km,2019-11-01T13:45:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,7,C,0,-1,km,2019-11-01T13:50:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,7.2,C,0,-1,km,2019-11-01T13:51:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,7,C,0,-1,km,2019-11-01T13:55:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,7,C,0,-1,km,2019-11-01T14:00:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,8,C,0,-1,km,2019-11-01T14:05:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,300,8,C,0,-1,km,2019-11-01T14:10:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,8,C,0,-1,km,2019-11-01T14:15:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,300,8,C,0,-1,km,2019-11-01T14:20:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,300,8,C,0,-1,km,2019-11-01T14:25:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,8,C,0,-1,km,2019-11-01T14:30:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,310,8,C,0,-1,km,2019-11-01T14:35:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,8,C,0,-1,km,2019-11-01T14:40:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,350,9,C,0,-1,km,2019-11-01T14:45:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,290,9,C,0,-1,km,2019-11-01T14:50:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.06,mps,280,9.4,C,0,-1,km,2019-11-01T14:51:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.06,mps,300,9,C,0,-1,km,2019-11-01T14:55:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,300,10,C,0,-1,km,2019-11-01T15:00:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,310,11,C,0,-1,km,2019-11-01T15:05:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,11,C,0,-1,km,2019-11-01T15:10:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,300,11,C,0,-1,km,2019-11-01T15:15:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,330,11,C,0,-1,km,2019-11-01T15:20:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,280,12,C,0,-1,km,2019-11-01T15:25:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,12,C,0,-1,km,2019-11-01T15:30:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,12,C,0,-1,km,2019-11-01T15:35:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,13,C,0,-1,km,2019-11-01T15:40:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,13,C,0,-1,km,2019-11-01T15:45:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,290,13,C,0,-1,km,2019-11-01T15:50:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,12.8,C,0,-1,km,2019-11-01T15:51:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,260,13,C,0,-1,km,2019-11-01T15:55:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,13,C,0,-1,km,2019-11-01T16:00:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,240,14,C,0,-1,km,2019-11-01T16:05:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,250,14,C,0,-1,km,2019-11-01T16:10:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,15,C,0,-1,km,2019-11-01T16:15:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,15,C,0,-1,km,2019-11-01T16:20:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,16,C,0,-1,km,2019-11-01T16:25:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,16,C,0,-1,km,2019-11-01T16:30:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,250,16,C,0,-1,km,2019-11-01T16:35:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.06,mps,230,17,C,0,-1,km,2019-11-01T16:40:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,250,17,C,0,-1,km,2019-11-01T16:45:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,260,17,C,0,-1,km,2019-11-01T16:50:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,280,17.2,C,0,-1,km,2019-11-01T16:51:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.06,mps,280,18,C,0,-1,km,2019-11-01T16:55:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,270,18,C,0,-1,km,2019-11-01T17:00:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.06,mps,250,19,C,0,-1,km,2019-11-01T17:05:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.06,mps,240,19,C,0,-1,km,2019-11-01T17:10:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.06,mps,230,19,C,0,-1,km,2019-11-01T17:15:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,230,19,C,0,-1,km,2019-11-01T17:20:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,280,19,C,0,-1,km,2019-11-01T17:25:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.06,mps,250,20,C,0,-1,km,2019-11-01T17:30:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,240,20,C,0,-1,km,2019-11-01T17:35:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,260,21,C,0,-1,km,2019-11-01T17:40:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,260,21,C,0,-1,km,2019-11-01T17:45:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,21,C,0,-1,km,2019-11-01T17:50:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,0,21.1,C,0,-1,km,2019-11-01T17:51:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.06,mps,280,22,C,0,-1,km,2019-11-01T17:55:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.06,mps,270,22,C,0,-1,km,2019-11-01T18:00:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.06,mps,240,23,C,0,-1,km,2019-11-01T18:05:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,310,23,C,0,-1,km,2019-11-01T18:10:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,260,23,C,0,-1,km,2019-11-01T18:15:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.57,mps,290,23,C,0,-1,km,2019-11-01T18:20:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.06,mps,300,23,C,0,-1,km,2019-11-01T18:25:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,340,24,C,0,-1,km,2019-11-01T18:30:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,330,24,C,0,-1,km,2019-11-01T18:35:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,340,24,C,0,-1,km,2019-11-01T18:40:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.6,mps,340,25,C,0,-1,km,2019-11-01T18:45:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,340,25,C,0,-1,km,2019-11-01T18:50:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,340,25,C,0,-1,km,2019-11-01T18:51:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,330,25,C,0,-1,km,2019-11-01T18:55:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.6,mps,330,25,C,0,-1,km,2019-11-01T19:00:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,330,26,C,0,-1,km,2019-11-01T19:05:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,340,26,C,0,-1,km,2019-11-01T19:10:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.66,mps,350,26,C,0,-1,km,2019-11-01T19:15:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,350,26,C,0,-1,km,2019-11-01T19:20:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,340,26,C,0,-1,km,2019-11-01T19:25:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,340,26,C,0,-1,km,2019-11-01T19:30:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,330,26,C,0,-1,km,2019-11-01T19:35:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,6.17,mps,350,26,C,0,-1,km,2019-11-01T19:40:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,340,27,C,0,-1,km,2019-11-01T19:45:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,350,26,C,0,-1,km,2019-11-01T19:50:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,360,26.1,C,0,-1,km,2019-11-01T19:51:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,350,27,C,0,-1,km,2019-11-01T19:55:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,340,27,C,0,-1,km,2019-11-01T20:00:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,350,27,C,0,-1,km,2019-11-01T20:05:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.66,mps,350,27,C,0,-1,km,2019-11-01T20:15:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.66,mps,350,27,C,0,-1,km,2019-11-01T20:20:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,350,27,C,0,-1,km,2019-11-01T20:25:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,350,27,C,0,-1,km,2019-11-01T20:30:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,340,27,C,0,-1,km,2019-11-01T20:35:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,350,27,C,0,-1,km,2019-11-01T20:40:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.6,mps,340,27,C,0,-1,km,2019-11-01T20:45:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,350,27,C,0,-1,km,2019-11-01T20:50:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,360,27.2,C,0,-1,km,2019-11-01T20:51:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,340,27,C,0,-1,km,2019-11-01T20:55:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,340,27,C,0,-1,km,2019-11-01T21:00:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.6,mps,330,27,C,0,-1,km,2019-11-01T21:05:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,27,C,0,-1,km,2019-11-01T21:10:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.09,mps,330,27,C,0,-1,km,2019-11-01T21:15:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,20,27,C,0,-1,km,2019-11-01T21:20:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,28,C,0,-1,km,2019-11-01T21:25:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.57,mps,350,27,C,0,-1,km,2019-11-01T21:30:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,280,27,C,0,-1,km,2019-11-01T21:35:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.06,mps,80,28,C,0,-1,km,2019-11-01T21:40:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,28,C,0,-1,km,2019-11-01T21:45:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,28,C,0,-1,km,2019-11-01T21:50:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,28.3,C,0,-1,km,2019-11-01T21:51:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.57,mps,350,28,C,0,-1,km,2019-11-01T21:55:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,350,28,C,0,-1,km,2019-11-01T22:00:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.6,mps,10,28,C,0,-1,km,2019-11-01T22:05:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.57,mps,30,28,C,0,-1,km,2019-11-01T22:10:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,0,mps,0,28,C,0,-1,km,2019-11-01T22:15:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,1.54,mps,30,28,C,0,-1,km,2019-11-01T22:20:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.09,mps,340,28,C,0,-1,km,2019-11-01T22:25:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.6,mps,10,28,C,0,-1,km,2019-11-01T22:30:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.09,mps,360,28,C,0,-1,km,2019-11-01T22:35:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.6,mps,360,28,C,0,-1,km,2019-11-01T22:40:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.6,mps,350,28,C,0,-1,km,2019-11-01T22:45:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.6,mps,10,28,C,0,-1,km,2019-11-01T22:50:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,10,27.8,C,0,-1,km,2019-11-01T22:51:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.6,mps,360,28,C,0,-1,km,2019-11-01T22:55:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,360,28,C,0,-1,km,2019-11-01T23:00:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,350,28,C,0,-1,km,2019-11-01T23:05:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,350,28,C,0,-1,km,2019-11-01T23:10:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,360,28,C,0,-1,km,2019-11-01T23:15:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,350,27,C,0,-1,km,2019-11-01T23:20:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,350,27,C,0,-1,km,2019-11-01T23:25:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,2.57,mps,350,27,C,0,-1,km,2019-11-01T23:30:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,350,27,C,0,-1,km,2019-11-01T23:35:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.6,mps,340,27,C,0,-1,km,2019-11-01T23:40:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,340,27,C,0,-1,km,2019-11-01T23:45:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,330,27,C,0,-1,km,2019-11-01T23:50:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,330,26.7,C,0,-1,km,2019-11-01T23:51:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,340,27,C,0,-1,km,2019-11-01T23:55:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,340,26,C,0,-1,km,2019-11-02T00:00:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,340,26,C,0,-1,km,2019-11-02T00:05:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,340,26,C,0,-1,km,2019-11-02T00:10:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,340,26,C,0,-1,km,2019-11-02T00:15:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.09,mps,340,26,C,0,-1,km,2019-11-02T00:20:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.6,mps,340,26,C,0,-1,km,2019-11-02T00:25:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,340,25,C,0,-1,km,2019-11-02T00:30:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.6,mps,340,25,C,0,-1,km,2019-11-02T00:35:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.6,mps,340,25,C,0,-1,km,2019-11-02T00:40:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,340,24,C,0,-1,km,2019-11-02T00:45:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,340,24,C,0,-1,km,2019-11-02T00:50:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,340,24.4,C,0,-1,km,2019-11-02T00:51:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,3.09,mps,340,24,C,0,-1,km,2019-11-02T00:55:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,350,24,C,0,-1,km,2019-11-02T01:00:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,340,24,C,0,-1,km,2019-11-02T01:05:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.12,mps,340,24,C,0,-1,km,2019-11-02T01:10:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,350,23,C,0,-1,km,2019-11-02T01:15:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,350,23,C,0,-1,km,2019-11-02T01:20:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,350,23,C,0,-1,km,2019-11-02T01:25:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,350,23,C,0,-1,km,2019-11-02T01:30:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.66,mps,350,23,C,0,-1,km,2019-11-02T01:35:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,350,23,C,0,-1,km,2019-11-02T01:40:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,360,22,C,0,-1,km,2019-11-02T01:45:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,360,22,C,0,-1,km,2019-11-02T01:50:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,360,22.2,C,0,-1,km,2019-11-02T01:51:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,360,22,C,0,-1,km,2019-11-02T01:55:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,360,22,C,0,-1,km,2019-11-02T02:00:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,360,22,C,0,-1,km,2019-11-02T02:05:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,360,22,C,0,-1,km,2019-11-02T02:10:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,360,22,C,0,-1,km,2019-11-02T02:15:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,360,22,C,0,-1,km,2019-11-02T02:20:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,5.14,mps,360,21,C,0,-1,km,2019-11-02T02:25:00Z
KVNY,GEOGCS,WGS84,34.2125,-118.491,10,meters,4.63,mps,350,21,C,0,-1,km,2019-11-02T02:30:00Z
